currency,address_city,country_of_domicile,birth_date,nationality,gender,marital_status,higher_education,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,aum_savings,aum_inheritance,aum_real_estate_value,inheritance_details_relationship,inheritance_details_profession,inheritance_details_inheritance year,Family Background,Education Background,Wealth Summary,Client Summary,country,label
DKK,Gladsaxe,Denmark,3/31/94,Danish,M,single,1,Considerable,Medium,Experienced,Discretionary,"['Belgium', 'Denmark']",300000,7500000,5367000,grandmother,Stock Trader,2018,Friis Møller is currently single. He does not have any children.,"Friis received his secondary school diploma from Aabenraa Gymnasium in 2013.
In 2016, Friis graduated from University of Copenhagen with a degree.
","Throughout his career, he saved 300000 DKK, investing in various assets to grow his wealth.
He has invested in several rental properties across various locations, generating additional income. The properties are valued at 5367000 DKK.


Following the passing of his grandmother, a successful Stock Trader, he received an inheritance of 7500000 DKK in 2018, which he has used to secure his financial future.

","In summary, Friis has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Denmark,0
CHF,Appenzell,Switzerland,5/15/79,Swiss,M,married,1,Moderate,Short,Experienced,Advisory,"['Germany', 'Switzerland']",350000,830000,7250000,grandmother,Real Estate Developer,2012,Werner Bühler Kammermann is currently divorced. He does not have any children.,"Werner finished secondary school at Lycée des Templiers Fribourg in 1998.
In 2004, Werner graduated from Lucerne University of Applied Sciences with a degree.
","He managed to save approximately 350000 CHF from his earnings at all companies.
He owns 3 exceptional properties: flat located in Appenzell, valued at approximately 2,300,000.00 CHF, flat located in Brugg, valued at approximately 2,110,000.00 CHF, house located in Olten, valued at approximately 2,840,000.00 CHF. This impressive collection showcases his flair for luxury living and investment prowess, with a notable presence in Olten, Appenzell and Brugg.

In addition to his career success, he also received an inheritance of 830000 CHF from his late grandmother, a renowned Real Estate Developer, in 2012.
","The RM knows the client very well and is a good friend of the entire family.
",Switzerland,0
EUR,Hengelo,Netherlands,9/30/88,Dutch,M,married,1,Moderate,Short,Inexperienced,Discretionary,['Netherlands'],170000,7460000,2260000,grandfather,Tech Entrepreneur,2019,Stevens Terpstra Peeters and Eva tied the knot in 2019. They are proud parents of 2 children: Stam and Kuipers.,"Stevens completed his secondary education at Veenlanden College Zoetermeer in 2006.
Stevens attended Amsterdam University College and graduated in 2011.
","Throughout his career, he saved 170000 EUR, investing in various assets to grow his wealth.
He owns condo in Hengelo, where he resides. It is worth 1070000 EUR.

In addition to his primary residence, he owns flat in Delft worth 1190000 EUR.

He inherited a significant sum of 7460000 EUR from his grandfather, a respected Tech Entrepreneur, in 2019, which he has wisely invested.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting him in achieving his financial goals.
",Netherlands,1
EUR,Hyvinkää,Finland,7/24/00,Finnish,M,single,1,Considerable,Long-Term,Inexperienced,Advisory,['Finland'],0,1340000,0,grandmother,Oil and Gas Executive,2020,Virtanen Ruotsalainen Viitanen is currently single. He does not have any children.,"In 2019, Virtanen graduated from Taipalsaaren lukio with a secondary school diploma.
Virtanen pursued higher education at University of Turku, graduating in 2023.
","He did not manage to save any money during his career.
Client does not have any properties.In 2020, he received an inheritance of 1340000 EUR from his late grandmother, who was a prominent Oil and Gas Executive, and has since invested it in various assets.
","The RM is excited to help Virtanen navigate the challenges of starting a career and building a strong financial foundation.
",Finland,1
CHF,Frauenfeld,Switzerland,5/21/87,Swiss,M,single,1,Low,Short,Experienced,Discretionary,"['Switzerland', 'Netherlands']",150000,3120000,1670000,grandmother,Hedge Fund Manager,2019,Ackermann Gasser Lehmann is currently single. He does not have any children.,"In 2006, Ackermann finished his secondary school education at Gymnasium und Wirtschaftsmittelschule Sarnen Obwalden.
Ackermann earned his degree from Webster University Geneva in 2012.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 150000 CHF.
He owns flat in Frauenfeld, where he resides. It is worth 1670000 CHF.

He inherited 3120000 CHF from his grandmother, a well-known Hedge Fund Manager, in 2019, allowing him to expand his investment portfolio.
","In summary, Ackermann has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Switzerland,1
EUR,Rosenheim,Austria,2/6/56,Austrian,F,married,1,Considerable,Medium,Experienced,Advisory,['Austria'],1180000,0,4000000,,,,Petra Leonie Hinterleitner is married to Schneider. They do not have any children.,"In 1974, Petra finished her secondary school education at Gymnasium Wasagasse.
Petra pursued higher education at LIMAK Austrian Business School, graduating in 1978.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 1180000 EUR.
Her remarkable portfolio comprises 3 stunning properties. Situated in prime locations across Rosenheim, Kitzbühel and Traun, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.
She does not have any inheritances.","The RM knows the client very well and is a good friend of the entire family.
",Austria,0
EUR,Stockerau,Austria,9/3/77,Austrian,M,single,1,Low,Short,Experienced,Discretionary,"['Austria', 'Belgium']",290000,0,1928000,,,,Maier Schwarz Lechner is currently single. He does not have any children.,"Maier received his secondary school diploma from Privatgymnasium der Dominikanerinnen in 1995.
In 2000, Maier graduated from University of Salzburg with a degree.
","Throughout his career, he saved 290000 EUR, investing in various assets to grow his wealth.
He owns townhouse in Stockerau, where he resides. It is worth 908000 EUR.

In addition to his primary residence, he owns condo in Rosenheim worth 1020000 EUR.

He does not have any inheritances.","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",Austria,1
DKK,Esbjerg Ø,Denmark,11/22/70,Danish,M,married,1,Moderate,Medium,Expert,Discretionary,"['Austria', 'Denmark']",3010000,16470000,5130000,father,Real Estate Developer,2010,"Hansen Oddershede Madsen has been happily married to Louise since 2004. Hansen and Louise have 2 children, named Alberte and Andersen.","In 1989, Hansen finished his secondary school education at Aabenraa Gymnasium.
Hansen attended Copenhagen Business School and graduated in 1995.
","He managed to save approximately 3010000 DKK from his earnings at all companies.
He has villa located in Esbjerg Ø, worth 2150000 DKK.

He purchased townhouse in Varde, where he spends his holidays. It is valued at 1550000 DKK.
On top of that he inherited a beautiful townhouse in Hillerød, which could be used as a weekend getaway. It is valued at 1430000 DKK.
In 2010, he received an inheritance of 16470000 DKK from his late father, who was a prominent Real Estate Developer, and has since invested it in various assets.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting him in achieving his financial goals.
",Denmark,0
EUR,Kajaani,Finland,8/2/55,Finnish,F,married,1,Low,Medium,Experienced,Discretionary,"['Finland', 'Italy']",1610000,0,3439000,,,,Liisa Kristiina Järvinen is married to Virtanen. They do not have any children.,"Liisa completed her secondary education at Joensuu Christian College in 1974.
Liisa pursued higher education at University of Jyväskylä, graduating in 1979.
","Throughout her career, she saved 1610000 EUR, investing in various assets to grow her wealth.
She has flat located in Kajaani, worth 800000 EUR.

In addition to her primary residence, she owns condo in Lahti worth 1019000 EUR.

Moreover, she has invested in additional property in Hämeenlinna, giving possiblity for generating additional income. The house is valued at 1620000 EUR.

She does not have any inheritances.","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome her as a new client.
",Finland,1
EUR,Nijmegen,Netherlands,4/6/54,Dutch,F,married,1,Moderate,Short,Experienced,Advisory,['Netherlands'],1090000,0,4736000,,,,Jasmijn Joyce Janssen is married to Spaans. Together they have 2 kids called Willems and Janneke.,"In 1974, Jasmijn graduated from Maurick College Vught with a secondary school diploma.
Jasmijn earned her degree from Nyenrode Business Universiteit in 1977.
Jasmijn earned her additionally degree from University of Amsterdam in 1982.
","Throughout her career, she saved 1090000 EUR, investing in various assets to grow her wealth.
Her remarkable portfolio comprises 3 stunning properties. Situated in prime locations across Nijmegen, Utrecht and Boxtel, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.
She does not have any inheritances.","The RM is very happy to have Jasmijn as a customer and is looking forward to a long and successful cooperation.
",Netherlands,1
EUR,Leeuwarden,Netherlands,11/6/84,Dutch,M,divorced,1,Moderate,Short,Expert,Discretionary,"['Switzerland', 'Netherlands']",200000,1210000,1060000,grandfather,Hedge Fund Manager,2019,Peeters Van der Meer Brinkman is currently divorced. He does not have any children.,"Peeters earned his secondary school diploma from VWO Dalton Den Haag in 2004.
He then attended University of Amsterdam, which he graduated in 2007.
","He managed to save approximately 200000 EUR from his earnings at all companies.
He has flat located in Leeuwarden, worth 1060000 EUR.


Following the passing of his grandfather, a successful Hedge Fund Manager, he received an inheritance of 1210000 EUR in 2019, which he has used to secure his financial future.

","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",Netherlands,1
EUR,Orléans,France,1/3/04,French,M,single,1,High,Long-Term,Inexperienced,Discretionary,['France'],0,1160000,0,grandfather,Tech Entrepreneur,2017,David Richard Simon is currently single. He does not have any children.,"David received his secondary school diploma from Lycée Paul Valéry in 2021.
","He did not save any money from his earnings.
Client does not have any properties.In 2017, he received an inheritance of 1160000 EUR from his late grandfather, who was a prominent Tech Entrepreneur, and has since invested it in various assets.
","The RM is looking forward to supporting the client in building a successful career and achieving financial stability.
",France,1
EUR,La Louvière,Belgium,6/3/94,Belgian,F,married,1,High,Medium,Inexperienced,Advisory,['Belgium'],40000,930000,1650000,grandfather,Neurosurgeon,2020,Margot Adèle Joris has been happily married to Lambrechts since 2020. They are proud parents of 1 child: Goossens.,"Margot graduated from Koninklijk Atheneum Berchem in 2013.
Margot completed her university studies at Université catholique de Louvain in 2019.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 40000 EUR.
She has invested in several rental properties across various locations, generating additional income. The properties are valued at 1650000 EUR.


Following the passing of her grandfather, a successful Neurosurgeon, she received an inheritance of 930000 EUR in 2020, which she has used to secure her financial future.

","In summary, Margot has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Belgium,1
EUR,Augsburg,Germany,10/2/70,German,F,married,1,Considerable,Short,Experienced,Discretionary,"['Germany', 'Denmark']",510000,370000,4080000,grandfather,Real Estate Developer,2007,"Carolin Ida Schmitt and Schmidt tied the knot in 2006. Carolin and Schmidt have 3 children, named Koch, Anna and Elisabeth.","In 1990, Carolin graduated from Wilhelm-von-Humboldt-Gymnasium Berlin with a secondary school diploma.
Carolin graduated from SRH University Heidelberg in 1993, completing her higher education.
","While working, she saved 510000 EUR, which she used to build a diversified investment portfolio.
She owns flat in Augsburg, where she resides. It is worth 870000 EUR.

She purchased villa in Erlangen, where she spends her holidays. It is valued at 2120000 EUR.
On top of that she inherited a beautiful condo in Dresden, which could be used as a weekend getaway. It is valued at 1090000 EUR.
She inherited 370000 EUR from her grandfather, a well-known Real Estate Developer, in 2007, allowing her to expand her investment portfolio.
","Based on the information provided, we are excited about the client's financial journey and look forward to supporting her in achieving her financial goals.
",Germany,1
DKK,Kolding,Denmark,9/5/58,Danish,M,divorced,1,Moderate,Medium,Expert,Advisory,['Denmark'],8470000,0,3400000,,,,Nørregaard Olsen Nielsen is currently divorced. His child is named Nielsen.,"In 1977, Nørregaard finished his secondary school education at Aabenraa Gymnasium.
Nørregaard received his degree from Roskilde University in 1983.
In 1985, he received extra education and graduated from Copenhagen Business School with an additional degree.
","While working, he saved 8470000 DKK, which he used to build a diversified investment portfolio.
He has invested in several rental properties across various locations, generating additional income. The properties are valued at 3400000 DKK.

He does not have any inheritances.","In conclusion, we are confident in the client's financial stability and future prospects.
",Denmark,0
EUR,Freiburg im Breisgau,Germany,1/28/84,German,M,married,1,Considerable,Medium,Expert,Discretionary,['Germany'],230000,5990000,740000,mother,Stock Trader,2008,Neumann Schäfer has been happily married to Lilli since 2010. They are proud parents of 1 child: Neumann.,"Neumann received his secondary school diploma from Melanchthon-Gymnasium Nürnberg in 2002.
Neumann earned his degree from SRH University Heidelberg in 2006.
","While working, he saved 230000 EUR, which he used to build a diversified investment portfolio.
He owns flat in Freiburg im Breisgau, where he resides. It is worth 740000 EUR.

He inherited 5990000 EUR from his mother, a well-known Stock Trader, in 2008, allowing him to expand his investment portfolio.
","Given the client's impressive career history and financial discipline, we are confident in his ability to achieve financial success and security.
",Germany,1
EUR,Rauma,Finland,5/26/93,Austrian,M,single,1,High,Short,Expert,Discretionary,"['Austria', 'Finland']",30000,2380000,840000,grandmother,Tech Entrepreneur,2015,Schwarz Koller Mayr is currently single. He does not have any children.,"Schwarz earned his secondary school diploma from Stiftsgymnasium Melk in 2012.
He then attended IMC University of Applied Sciences Krems, which he graduated in 2016.
","Throughout his career, he saved 30000 EUR, investing in various assets to grow his wealth.
He has flat located in Rauma, worth 840000 EUR.

He inherited a significant sum of 2380000 EUR from his grandmother, a respected Tech Entrepreneur, in 2015, which he has wisely invested.
","Given the client's impressive career history and financial discipline, we are confident in his ability to achieve financial success and security.
",Austria,1
EUR,Granada,Spain,8/19/84,Spanish,F,married,1,Moderate,Long-Term,Experienced,Advisory,['Spain'],140000,2260000,2160000,grandmother,Investment Banker,2018,Antonia Concha González is married to Pérez. They do not have any children.,"Antonia received her secondary school diploma from IES Félix Rodríguez de la Fuente Oviedo in 2003.
Antonia pursued higher education at IESE Business School, graduating in 2007.
","While working, she saved 140000 EUR, which she used to build a diversified investment portfolio.
She has villa located in Granada, worth 2160000 EUR.

In 2018, she received an inheritance of 2260000 EUR from her late grandmother, who was a prominent Investment Banker, and has since invested it in various assets.
","In summary, Antonia has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Spain,1
EUR,Madrid,Spain,12/23/95,Spanish,M,single,1,High,Medium,Experienced,Discretionary,['Spain'],20000,1820000,0,grandfather,Venture Capitalist,2016,Navarro Gómez Ortega is currently single. He does not have any children.,"Navarro graduated from IES Alfonso X el Sabio Murcia in 2013.
Navarro attended University of Seville and graduated in 2019.
","Throughout his career, he saved 20000 EUR, investing in various assets to grow his wealth.
Client does not have any properties.
Following the passing of his grandfather, a successful Venture Capitalist, he received an inheritance of 1820000 EUR in 2016, which he has used to secure his financial future.

","The RM is very happy to have Navarro as a customer and is looking forward to a long and successful cooperation.
",Spain,1
EUR,Arnhem,Netherlands,4/5/74,German,M,divorced,1,Moderate,Short,Expert,Discretionary,"['Germany', 'Denmark', 'Netherlands']",930000,111000,0,grandfather,Neurosurgeon,2014,Fischer Schäfer Mayer is currently divorced. He has 2 kids called Wolf and Charlotte.,"Fischer graduated from Walther-Rathenau-Schule in 1992.
Fischer earned his degree from University of Hamburg in 1997.
","He managed to save approximately 930000 EUR from his earnings at all companies.
Client does not have any properties.","Given the client's impressive career history and financial discipline, we are confident in his ability to achieve financial success and security.
",Germany,0
DKK,Aalborg,Denmark,12/22/83,Danish,F,divorced,1,Moderate,Long-Term,Experienced,Discretionary,['Denmark'],890000,20380000,4960000,mother,Hedge Fund Manager,2015,"Josephine Camilla Andersen is married to Laursen. Josephine and Laursen have 2 children, named Nørregaard and Katrine.","In 2001, Josephine graduated from Slagelse Gymnasium with a secondary school diploma.
Josephine received her degree from Aarhus University in 2007.
","While working, she saved 890000 DKK, which she used to build a diversified investment portfolio.
She owns 3 exceptional properties: townhouse located in Aalborg, valued at approximately 1,280,000.00 DKK, flat located in Aarhus, valued at approximately 830,000.00 DKK, villa located in Odense, valued at approximately 2,850,000.00 DKK. This impressive collection showcases her flair for luxury living and investment prowess, with a notable presence in Aarhus, Odense and Aalborg.
She inherited 20380000 DKK from her mother, a well-known Hedge Fund Manager, in 2015, allowing her to expand her investment portfolio.
","Given the client's impressive career history and financial discipline, we are confident in her ability to achieve financial success and security.
",Denmark,0
DKK,Svendborg,Denmark,5/6/70,Danish,M,widowed,1,Moderate,Medium,Expert,Advisory,['Denmark'],3770000,18270000,6520000,grandmother,Hedge Fund Manager,2010,Østergaard Møller Olsen is currently widowed. He has 1 kid called Friis.,"Østergaard obtained his secondary school diploma from Aarhus Katedralskole in 1989.
Østergaard attended University College Lillebælt and graduated in 1993.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 3770000 DKK.
He is cautious about investing and prefers to seek professional advice before making decisions.
He has villa located in Svendborg, worth 2110000 DKK.

He purchased house in Helsingør, where he spends his holidays. It is valued at 1900000 DKK.
On top of that he inherited a beautiful villa in Odense, which could be used as a weekend getaway. It is valued at 2510000 DKK.
In 2010, he received an inheritance of 18270000 DKK from his late grandmother, who was a prominent Hedge Fund Manager, and has since invested it in various assets.
","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome him as a new client.
",Denmark,0
DKK,Frederiksberg,Denmark,5/13/84,Danish,M,married,1,Low,Short,Experienced,Advisory,"['Denmark', 'Italy']",2620000,4350000,4900000,,,2020,Laursen Nielsen Madsen and Emilie tied the knot in 2013. Their children are named Ellen and Mikkelsen.,"Laursen graduated from Herning Gymnasium in 1994.
Laursen completed his university education at Roskilde University in 2008.
","During his work, he focused on financial growth, making diverse investments and ultimately saving 2620000 DKK.
He owns condo in Frederiksberg, where he resides. It is worth 1210000 DKK.

He purchased villa in Esbjerg Ø, where he spends his holidays. It is valued at 2420000 DKK.
Moreover, he has invested in additional property in Frederiksberg, giving possiblity for generating additional income. The condo is valued at 1270000 DKK.

He inherited a significant sum of 4350000 DKK from his grandmother, a respected Neurosurgeon, in 2020, which he has wisely invested.
","The RM knows the client very well and is a good friend of the entire family.
",Denmark,0
EUR,Caen,France,10/18/97,French,M,single,1,Considerable,Medium,Inexperienced,Discretionary,"['France', 'Denmark']",10000,2320000,0,grandfather,Hedge Fund Manager,2018,Bonnet Louis Boucher is currently single. He does not have any children.,"Bonnet earned his secondary school diploma from Lycée Stanislas in 2016.
Bonnet pursued higher education at École Polytechnique, graduating in 2022.
","While working, he saved 10000 EUR, which he used to build a diversified investment portfolio.
Client does not have any properties.
In addition to his career success, he also received an inheritance of 2320000 EUR from his late grandfather, a renowned Hedge Fund Manager, in 2018.
","The RM knows the client very well and is a good friend of the entire family.
",France,1
EUR,The Hague,Netherlands,4/17/99,Dutch,F,widowed,1,High,Medium,Inexperienced,Discretionary,['Netherlands'],10000,1870000,0,grandmother,Real Estate Developer,2020,Francisca Jasmijn Mulders is currently widowed. She does not have any children.,"Francisca graduated from Christelijk Lyceum Zandvoort in 2018.
Francisca completed her university education at Tio University of Applied Sciences in 2024.
","While working, she saved 10000 EUR, which she used to build a diversified investment portfolio.
She is risk-averse and prefers to invest in safer assets.
Client does not have any properties.She inherited a significant sum of 1870000 EUR from her grandmother, a respected Real Estate Developer, in 2020, which she has wisely invested.
","In summary, Francisca has demonstrated a strong work ethic and financial acumen, positioning them well for the future.
",Netherlands,0
EUR,Ostend,Belgium,1/15/59,Danish,M,divorced,1,Moderate,Medium,Experienced,Discretionary,"['Belgium', 'Denmark']",10160000,0,0,,,,Lykke Hansen Christensen is currently divorced. He has 1 kid called Krog.,"Lykke received his secondary school diploma from Nørre GYM in 1976.
Lykke graduated from University of Copenhagen in 1983, completing his higher education.
","He managed to save approximately 10160000 EUR from his earnings at all companies.
Client does not have any properties.He does not have any inheritances.","Based on the information provided, we are excited about the client's financial journey and look forward to supporting him in achieving his financial goals.
",Denmark,1
EUR,Rotterdam,Netherlands,5/8/03,Dutch,M,single,1,High,Long-Term,Inexperienced,Advisory,['Netherlands'],0,1920000,0,grandfather,Stock Trader,2015,Vogel Schipper Mulders is currently single. He does not have any children.,"Vogel finished secondary school at Veenlanden College Zoetermeer in 2021.
","He did not manage to save any money during his career.
Client does not have any properties.
Following the passing of his grandfather, a successful Stock Trader, he received an inheritance of 1920000 EUR in 2015, which he has used to secure his financial future.

","The RM is excited to help Vogel navigate the challenges of starting a career and building a strong financial foundation.
",Netherlands,0
EUR,Verona,Italy,2/20/71,Italian,F,single,1,Low,Short,Experienced,Advisory,['Italy'],360000,4400000,3368000,grandmother,Private Equity Manager,2005,Angelica Claudia Bianchi is currently single. She does not have any children.,"Angelica received her secondary school diploma from Liceo Classico Marco Polo Venezia in 1988.
Angelica completed her university studies at Academy of Fine Arts of Rome in 1994.
","While working, she saved 360000 EUR, which she used to build a diversified investment portfolio.
She has invested in several rental properties across various locations, generating additional income. The properties are valued at 3368000 EUR.

In 2005, she received an inheritance of 4400000 EUR from her late grandmother, who was a prominent Private Equity Manager, and has since invested it in various assets.
","The RM knows the client very well and is a good friend of the entire family.
",Italy,1
EUR,Wavre,Belgium,6/15/64,Italian,M,married,1,Considerable,Short,Experienced,Discretionary,"['Finland', 'Belgium', 'Italy']",1130000,530000,2041000,grandfather,Stock Trader,2013,Silvestri Lombardi Santoro has been happily married to Isabella since 2000. They do not have any children.,"Silvestri graduated from Scuola Media Statale Giancarlo Siani Napoli in 1982.
In 1989, Silvestri graduated from University of Naples Federico II with a degree.
Additionally, he went on to study at Bocconi University until 1993.
","While working, he saved 1130000 EUR, which he used to build a diversified investment portfolio.
He has invested in several rental properties across various locations, generating additional income. The properties are valued at 2041000 EUR.

He inherited 530000 EUR from his grandfather, a well-known Stock Trader, in 2013, allowing him to expand his investment portfolio.
","The RM is very happy to have Silvestri as a customer and is looking forward to a long and successful cooperation.
",Italy,0
EUR,Spittal an der Drau,Austria,4/19/55,Austrian,F,married,1,Low,Short,Experienced,Discretionary,['Austria'],1410000,0,2900000,,,,Victoria Hannah Binder and Lang tied the knot in 1982. They do not have any children.,"Victoria finished secondary school at Lycée Français de Vienne in 1974.
In 1978, Victoria graduated from Graz University of Technology with a degree.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 1410000 EUR.
She owns flat in Spittal an der Drau, where she resides. It is worth 780000 EUR.

In addition to her primary residence, she owns house in Kitzbühel worth 1150000 EUR.

Moreover, she has invested in additional property in Schwechat, giving possiblity for generating additional income. The house is valued at 970000 EUR.

She does not have any inheritances.","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome her as a new client.
",Austria,1
EUR,Treviso,Italy,9/21/01,Italian,F,single,1,Considerable,Medium,Inexperienced,Discretionary,['Italy'],0,1360000,0,grandfather,Corporate Lawyer,2019,Anna Ginevra Livi is currently single.,"Anna completed her secondary education at Istituto Tecnico Industriale Statale Enrico Mattei Roma in 2019.
Anna completed her university education at University of Rome La Sapienza in 2024.
","She did not have any savings to invest in financial markets.
Client does not have any properties.
Following the passing of her , a successful Corporate Lawyer, she received an inheritance of 1360000 EUR in , which she has used to secure her financial future.

","The RM is committed to helping Anna achieve financial success and security as she embarks on her professional journey.
",Italy,0
EUR,Valencia,Spain,11/21/79,Spanish,F,married,1,Considerable,Short,Experienced,Discretionary,['Spain'],350000,3530000,720000,father,Hedge Fund Manager,2012,Araceli Anaís Jiménez has been happily married to Sánchez since 2014. Their child is  named Clara.,"Araceli received her secondary school diploma from Instituto de Educación Secundaria IES Pedro Salinas Jaén in 1998.
Araceli finished her studies at University of Barcelona in 2003.
","Throughout her career, she saved 350000 EUR, investing in various assets to grow her wealth.
She owns flat in Valencia, where she resides. It is worth 720000 EUR.


In addition to her career success, she also received an inheritance of 3530000 EUR from her late father, a renowned Hedge Fund Manager, in 2012.
","Given the client's impressive career history and financial discipline, we are confident in her ability to achieve financial success and security.
",Spain,1
DKK,Varde,Denmark,1/22/82,Danish,F,married,1,Moderate,Medium,Experienced,Advisory,['Denmark'],1580000,9020000,3950000,grandmother,Hedge Fund Manager,2005,Emilie Hanne Christensen and Thomsen tied the knot in 2011. Their children are named Haugaard and Mikkelsen.,"In 2001, Emilie graduated from Herning Gymnasium with a secondary school diploma.
Emilie completed her university education at Copenhagen Business School in 2006.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 1580000 DKK.
Her remarkable portfolio comprises 3 stunning properties. Situated in prime locations across Varde, Skanderborg and Helsingør, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.

In addition to her career success, she also received an inheritance of 9020000 DKK from her late grandmother, a renowned Hedge Fund Manager, in 2005.
","The RM knows the client very well and is a good friend of the entire family.
",Denmark,0
EUR,Porvoo,Finland,3/3/64,Finnish,M,married,1,Low,Short,Experienced,Advisory,"['Austria', 'Finland']",2180000,0,4130000,,,,Turunen Koskinen Salo has been happily married to Heta since 1994. Together they have 1 kid called Heikkinen.,"In 1982, Turunen finished his secondary school education at Varkauden lukio.
He then attended University of Oulu, which he graduated in 1986.
He also pursued further higher education at Aalto University, graduating in 1990.
","He managed to save approximately 2180000 EUR from his earnings at all companies.
His remarkable portfolio comprises 2 stunning properties. Situated in prime locations across Pori and Porvoo, these assets demonstrate their sophisticated understanding of real estate investments and high-end lifestyle preferences.
He does not have any inheritances.","Given the client's impressive career history and financial discipline, we are confident in his ability to achieve financial success and security.
",Finland,1
EUR,Málaga,Spain,7/19/76,Spanish,F,divorced,1,Moderate,Medium,Experienced,Advisory,['Spain'],240000,2120000,860000,mother,Private Equity Manager,2008,"Cristina Blanca Martín is married to González. Together they have 3 kids called Romero, Vázquez and López.","In 1995, Cristina finished her secondary school education at IES Pablo Picasso A Coruña.
Cristina graduated from Complutense University of Madrid in 2001, completing her higher education.
","She managed to save approximately 240000 EUR from her earnings at all companies.
She has flat located in Málaga, worth 860000 EUR.

","In light of the above, we are optimistic about the client's financial future and career progression and are eager to welcome her as a new client.
",Spain,0
EUR,Jyväskylä,Finland,12/26/65,Finnish,F,married,1,Moderate,Short,Experienced,Discretionary,['Finland'],2410000,650000,1727000,mother,Investment Banker,2015,Liisa Maarika Mäkinen and Piirainen have been married since 1994. Their child is  named Anniina.,"Liisa graduated from Pieksämäki lukio in 1985.
Liisa received her degree from Aalto University in 1990.
","She managed to save approximately 2410000 EUR from her earnings at all companies.
She owns 2 exceptional properties: flat located in Jyväskylä, valued at approximately 717,000.00 EUR, townhouse located in Sipoo, valued at approximately 1,010,000.00 EUR. This impressive collection showcases her flair for luxury living and investment prowess, with a notable presence in Sipoo and Jyväskylä.
In 2015, she received an inheritance of 650000 EUR from her late mother, who was a prominent Investment Banker, and has since invested it in various assets.
","The RM is very happy to have Liisa as a customer and is looking forward to a long and successful cooperation.
",Finland,0
DKK,Esbjerg Ø,Denmark,7/18/73,Danish,F,married,1,Considerable,Medium,Expert,Advisory,"['Finland', 'Denmark']",4090000,15180000,4529000,mother,Hedge Fund Manager,2009,"Gitte Isabella Højgaard is married to Bjerregaard. Their children are named Louise, Laura and Emilie.","Gitte finished secondary school at Nørre GYM in 1993.
She then attended University College Capital, which she graduated in 1998.
","Throughout her career, she saved 4090000 DKK, investing in various assets to grow her wealth.
She owns 3 exceptional properties: townhouse located in Esbjerg Ø, valued at approximately 1,907,000.00 DKK, flat located in Varde, valued at approximately 1,192,000.00 DKK, condo located in Hillerød, valued at approximately 1,430,000.00 DKK. This impressive collection showcases her flair for luxury living and investment prowess, with a notable presence in Varde, Hillerød and Esbjerg Ø.
In 2009, she received an inheritance of 15180000 DKK from her late mother, who was a prominent Hedge Fund Manager, and has since invested it in various assets.
","The RM is very happy to have Gitte as a customer and is looking forward to a long and successful cooperation.
",Denmark,1
EUR,Nice,France,3/10/56,French,F,divorced,1,Low,Short,Expert,Advisory,"['Germany', 'France']",1610000,0,8750000,,,,Emma Laetitia Bertrand is currently divorced. She does not have any children.,"In 1974, Emma finished her secondary school education at Lycée Jean-Baptiste Say.
Emma graduated from University of Toulouse in 1980, completing her higher education.
","During her work, she focused on financial growth, making diverse investments and ultimately saving 1610000 EUR.
She owns villa in Nice, where she resides. It is worth 3460000 EUR.

She purchased villa in Le Havre, where she spends her holidays. It is valued at 2710000 EUR.
Moreover, she has invested in additional property in Limoges, giving possiblity for generating additional income. The villa is valued at 2580000 EUR.

She does not have any inheritances.","The RM is very happy to have Emma as a customer and is looking forward to a long and successful cooperation.
",France,1
